X1,index,date,hour,rdn,rds,demand,supply1,supply2,supply3,supply4,wind,reserve,cro,se,weekdays,month,lag_rdn_24,lag_rdn_25,lag_rdn_26,lag_rdn_48,lag_rdn_72,lag_rdn_96,lag_rdn_168,lag_cro_72,lag_se_24,lag_se_48,lag_se_72,ma_rdn_24,ma_rdn_48,ma_rdn_72,ma_rdn_96,ma_rdn_168,med_rdn_24,med_rdn_48,med_rdn_72,med_rdn_96,med_rdn_168,sd_rdn_24,sd_rdn_48,sd_rdn_72,sd_rdn_96,sd_rdn_168,ma_cro_24,ma_cro_48,ma_cro_72,ma_cro_96,ma_cro_168,med_cro_24,med_cro_48,med_cro_72,med_cro_96,med_cro_168,sd_cro_24,sd_cro_48,sd_cro_72,sd_cro_96,sd_cro_168,day,arima_rdn,arima_cro
685,685,14/07/2019,14,205,200.5,16350,23505,4344,12785,3565,468,1469,282.75,381.21,6,7,261.91,270,270,320.49,298.43,247.66,140,72.24,376.56,410,518.69,245.112083333,253.229583333,250.430972222,244.7153125,220.958571429,253.41,255.05,245.37,238.245,220.53,29.8462993088,34.5725438326,33.878450426,32.0447644448,48.0960934498,206.39625,225.941041667,227.465138889,225.614375,237.113988095,258.98,259.22,243.13,242.43,243.14,97.2691738922,81.9374838556,67.776178415,59.3073438749,52.0831496208,13,207.28592998741604,258.5560623048653
686,686,14/07/2019,15,203.29,180.93,16025,23505,4409,12395,3630,546,1440,252.24,373.08,6,7,240,261.91,270,300.04,272,237.31,135,72.24,369.81,409.89,483.93,242.610416667,252.562916667,250.468333333,244.923645833,220.974047619,244.72,254.5,245.37,239.5,220.53,27.4632510947,34.5113663027,33.8652575305,31.9472557135,48.1018335607,197.322916667,222.397916667,225.225416667,224.1875,235.895714286,257.935,259.22,243.13,242.43,243.08,99.2673648583,84.8402500563,70.1952590779,61.3195914945,53.520585469,13,204.88307451524213,254.44022941407547
687,687,14/07/2019,16,190,151.62,15675,23505,4483,11971,3704,620,1408,74.24,370.23,6,7,238.45,240,261.91,300,272,237.31,130,72.12,365.17,401.45,472.03,240.045833333,251.863958333,250.484166667,245.1103125,221.063154762,241.145,252,245.37,239.5,220.53,24.5951465549,34.4490191158,33.8592848169,31.8554452241,48.1203657153,188.244583333,219.035833333,223.220138889,222.759375,234.676547619,254.51,259.22,243.13,242.43,243.01,100.379922857,87.5454192596,72.4733264093,63.238352051,54.8952079536,13,203.8144300274301,250.35261173847033
688,688,14/07/2019,17,183.52,151.82,15438,23505,4527,11691,3747,663,1387,74.24,372.56,6,7,236.21,238.45,240,265.51,255,220,128.52,72.12,365.7,388.48,377.96,238.825,251.4725,250.709305556,245.326770833,221.147738095,240.085,248.66,245.37,239.5,220.53,23.9961118227,34.5193122944,33.7072840511,31.7219646134,48.134509011,179.223333333,215.700625,220.8475,221.396458333,233.389464286,252.13,259.22,243.13,242.43,242.95,100.694428224,90.0465825407,74.5839032732,65.0534479199,56.1497830951,13,202.84246682870983,247.36555009262833
689,689,14/07/2019,18,190.87,157.28,15475,23505,4487,11768,3707,622,1390,73.74,385.96,6,7,233.93,236.21,238.45,263.5,255.1,220,127.71,72,375.08,376.56,376.05,237.592916667,251.031458333,250.902777778,245.519479167,221.245654762,239.225,244.72,245.37,239.5,220.74,23.4264626436,34.6071081734,33.5682276516,31.5943687644,48.1437339695,170.245833333,212.839791667,218.604444444,220.034791667,232.101666667,163.375,259.22,243.13,242.43,242.95,100.228616105,92.4041191283,76.5992959165,66.7933062984,57.3498859734,13,202.78580609603372,248.11140359427296
690,690,14/07/2019,19,194,162.69,15588,23505,4410,11958,3630,538,1399,237,399.25,6,7,231.9,233.93,236.21,260,254,220,130.53,72.12,385.21,369.81,373.39,236.422083333,250.571041667,251.068055556,245.691041667,221.331547619,237.33,241.145,245.37,239.5,221.115,22.955355533,34.7136205557,33.442992598,31.473745265,48.1498293564,161.273333333,209.983958333,216.231805556,218.674375,230.804761905,74.18,259.22,243.13,242.43,242.87,98.9093164674,94.6109426387,78.4577369021,68.4589128381,58.4850623434,13,203.55609636497505,250.2330958876135
691,691,14/07/2019,20,203.29,211.15,15875,23505,4336,12318,3557,466,1424,252.24,404,6,7,231.89,231.9,233.93,261.5,260,243.42,135,72.12,391.01,365.17,371.91,235.188333333,249.985416667,250.907916667,245.8625,221.426071429,235.07,240.085,244.72,239.5,221.64,22.3362821761,34.7881981674,33.5076731148,31.3517558981,48.1549068645,152.300833333,206.64875,213.698055556,217.308958333,229.507857143,72.99,259.22,242.87,242.43,242.68,96.7073847689,96.6113482305,80.1307440891,70.0592914831,59.5702236548,13,204.58176647839184,254.19333287530364
692,692,14/07/2019,21,203.29,186.13,16125,23505,4327,12577,3548,453,1446,252.24,410.96,6,7,231,231.89,231.9,259.5,257.1,250,164,72.24,389.43,365.7,371.59,234.000833333,249.441666667,250.644027778,246.023645833,221.521309524,232.915,239.91,242.055,239.5,223.115,21.7371249082,34.8784873241,33.5896408687,31.2337430933,48.1579434946,143.78625,202.945416667,211.322083333,215.80625,228.289583333,72.24,259.22,242.61,242.43,242.51,94.253429222,98.3063437264,81.7599994477,71.6068563499,60.6775614729,13,206.5635599023106,257.28978933151177
693,693,14/07/2019,22,210,165.3,16600,23505,4363,13055,3545,488,1489,237,405.69,6,7,232,231,231.89,242.12,239.82,237.31,194.09,72.24,388.37,375.08,508.7,233.579166667,249.27875,250.570277778,246.19625,221.607797619,231.95,239.59,242.055,239.5,224.29,21.6708329161,34.9425907664,33.6251402415,31.1084298357,48.1636711358,135.271666667,199.341041667,208.951111111,214.303541667,227.188333333,72.24,259.22,242.43,242.43,242.44,90.9054405827,99.8813215397,83.2907917497,73.0904619305,61.8169997903,13,210.02586322302832,262.4715781361922
694,694,14/07/2019,23,203.31,166,16350,23505,4394,12775,3575,525,1466,74.62,407.37,6,7,229,232,231,247.32,250,237.31,182,73.5,393.23,385.21,492.22,232.815833333,248.84125,250.454861111,246.117291667,221.805952381,231.895,238.815,242.055,239.5,224.45,21.487659738,35.0646207479,33.6855042169,31.1426951637,48.1249497362,135.225,195.110208333,207.053333333,212.542395833,225.977380952,72.24,258.98,242.43,242.37,242.43,90.9382116557,100.836501106,84.8062043472,74.4268890395,62.8210338763,13,208.51795218556094,259.6488046576667
695,695,14/07/2019,24,159.55,160.9,15350,23505,4347,11822,3528,500,1376,250.87,394.82,6,7,189,229,232,230,230.5,229,137.54,73.74,389.74,391.01,367.02,231.1075,247.976666667,249.899305556,245.842083333,221.925,231.895,238.815,242.055,239.5,224.45,23.2766029663,36.0249594524,34.3672796125,31.5311373563,48.0181591399,135.225,191.833958333,205.244583333,211.0084375,224.803869048,72.24,258.98,242.43,242.37,242.37,90.9382116557,102.191250109,86.2493876188,75.7564001441,63.8106415855,13,199.89452319387593,248.65825458066053
696,696,15/07/2019,1,220,235.24,14450,23705,4339,10937,3513,494,1298,218.91,390.07,0,7,160,189,229,220,224.55,210,197.46,201.08,378.25,389.43,390.85,228.6075,246.631875,249.204861111,245.2071875,222.149285714,231.895,238.815,242.055,239.5,224.45,27.3816073225,38.0651096545,35.6655062377,32.6320394286,47.6366160753,132.8125,194.416458333,205.131805556,210.979583333,224.803333333,72.24,258.98,242.43,242.37,242.37,88.2403681281,100.787272869,86.2494515243,75.7596828054,63.8108415663,14,189.09059501654195,230.75128986499504
697,697,15/07/2019,2,212,220.97,13900,23705,4245,10482,3418,415,1248,218.91,385.96,0,7,153,160,189,204.75,217.05,215,197.44,201.08,369.71,388.37,388,226.45125,245.2975,248.34375,244.5475,222.38422619,231.895,238.815,242.055,239.5,224.45,31.1238992908,40.1876303876,37.2176744488,33.839753203,47.1929713063,129.944583333,197.063958333,205.019027778,210.887708333,224.803511905,72.24,258.98,242.43,242.37,242.37,84.6357071823,99.2136455255,86.2493658872,75.7663536001,63.8107747377,14,183.94112504747594,225.83712422633923
698,698,15/07/2019,3,210,215.91,13650,23705,4188,10289,3361,353,1226,218.91,384.58,0,7,149.53,153,160,204.82,217.05,214.75,190,201.2,359.26,393.23,382.81,224.1475,243.890833333,247.437916667,243.851666667,222.679047619,231.895,238.815,242.055,239.5,224.45,34.6420370736,42.322384693,38.8065923664,35.0897888181,46.5744988979,127.009583333,195.850208333,204.995,210.795833333,224.804404762,72.24,257.935,242.43,242.37,242.37,80.6351604439,98.7895310908,86.2501970277,75.7727642038,63.8104414306,14,182.10144049209092,223.39418581477673
699,699,15/07/2019,4,210,215.91,13650,23705,4140,10338,3312,304,1226,218.79,370.97,0,7,142.53,149.53,153,204.75,220,207,190,201.08,356.31,389.74,380.91,221.555,242.276875,246.5425,243.083020833,222.946964286,231.895,238.815,242.055,239.5,224.45,38.292623197,44.6651544012,40.4612982794,36.4798763017,45.9758295619,124.25375,194.41625,204.970972222,210.703958333,224.76797619,72.24,254.51,242.43,242.37,242.37,76.6675103124,98.1893802947,86.2510552727,75.7792087231,63.8222975561,14,181.64236328216725,223.6090987663003
700,700,15/07/2019,5,206.6,215.91,13450,23705,4086,10192,3258,248,1208,218.79,368.55,0,7,142.27,142.53,149.53,204.75,220,215,180,200.96,350.4,378.25,375.94,218.951666667,240.6575,245.532361111,242.429583333,223.246190476,231.895,238.815,242.055,239.5,224.45,41.4763011083,46.8458573976,42.1331959551,37.7102790933,45.2767515102,121.83625,192.840625,204.950277778,210.672604167,224.729404762,72.24,252.13,242.43,242.37,242.37,73.0646786617,97.4466998755,86.2518474017,75.7826468992,63.8347894346,14,180.08718946794752,221.86694413291633
701,701,15/07/2019,6,211.99,215.91,14050,23705,4025,10839,3211,180,1262,218.79,388.7,0,7,140.51,142.27,142.53,204.75,220,215,197.46,201.2,350.29,369.71,381.33,216.275,239.001458333,244.497777778,241.705729167,223.555654762,231.895,238.815,242.055,239.5,224.45,44.4023013505,48.9494453488,43.7760056222,38.9847219938,44.5217707445,119.515833333,191.626875,204.927916667,210.645,224.587142857,72.24,226.665,242.43,242.37,242.37,69.3805362329,96.9608840665,86.2526187876,75.7856408007,63.8605850828,14,183.25296129289046,228.1302695759763
702,702,15/07/2019,7,242.17,240.01,16725,23705,3966,13515,3210,109,1502,245.6,415.29,0,7,140.51,140.51,142.27,215,239.18,241.99,236,230.53,357.36,359.26,499.59,213.17125,236.945833333,243.088333333,240.697395833,223.829821429,231.895,237.33,241.145,239.5,224.45,47.0214990896,50.9718262536,45.4591883211,40.3283182012,43.8588570654,118.615833333,190.667291667,204.288333333,210.859895833,224.24827381,72.24,215.865,242.37,242.37,241.69,67.7053528753,96.3280007178,85.8837655715,75.8127501635,63.6757383458,14,199.38194051476515,257.5411299924906
703,703,15/07/2019,8,240,261.09,19150,23705,3921,15887,3263,59,1718,289.3,515.1,0,7,146.03,140.51,140.51,220,260.6,255.1,220,207.91,366.75,356.31,389.8,210.089166667,234.558958333,241.573472222,239.7465625,224.08,231.895,235.07,240.085,239.5,224.45,48.9395481506,52.5001878918,46.849323658,41.4689621366,43.2873839955,116.773333333,189.01,203.949166667,210.493645833,224.050892857,72.24,204.555,242.37,239.985,241.155,64.4367842332,95.3061784963,85.8196605195,75.7403999144,63.6746768006,14,215.4646775580033,288.1981857866659
704,704,15/07/2019,9,262,276.16,20450,23705,3905,17204,3246,45,1835,291.24,515.52,0,7,183.57,146.03,140.51,240.17,300,278.4,237,233.5,383.32,350.4,394.13,207.730833333,232.133333333,240.256388889,239.1275,224.428630952,231.445,232.965,239.91,238.815,224.45,48.7904808888,52.100476917500004,47.1315672244,41.8616189493,42.7167243318,123.4925,187.885833333,203.825138889,210.392708333,223.729702381,72.24,204.555,237.905,235.58,238.83,67.9055113503,94.4344732365,85.7697025366,75.7028150555,63.4887327967,14,223.78804606003942,305.43565475507705
705,705,15/07/2019,10,290,301.27,21063,23705,3947,17775,3288,53,1891,291.24,493.68,0,7,203.29,183.57,146.03,262.5,320.49,298,242,241.04,389.54,350.29,397.41,205.26375,229.691666667,238.940972222,238.560208333,224.86172619,230,231.95,239.5,237.88,224.45,47.3771807861,50.5961228997,46.8178843329,41.9754530518,42.1237393492,130.525833333,186.894375,203.805833333,210.3703125,223.425059524,72.87,204.555,237.27,235.58,238.83,71.035818945,93.6004037522,85.7610467364,75.693327641,63.2805718404,14,231.37569677539886,313.03533740174714
706,706,15/07/2019,11,291.29,305.89,21175,23705,3967,17867,3308,72,1902,291.24,475.74,0,7,203.29,203.29,183.57,269.8,320.49,295.95,240,224.69,395.03,357.36,401.75,202.4925,227.25,237.654027778,238.01375,225.273928571,216.145,231.895,238.815,237.31,224.45,45.3394871809,48.9213496013,46.5011932502,42.0906295423,41.5647954596,136.882916667,185.53375,203.683472222,210.177604167,223.023095238,73.62,204.555,237.27,233.5,235.58,72.3955808451,92.5383818386,85.7243604038,75.6324173152,63.0550396676,14,232.13873728066116,313.96931093199174
707,707,15/07/2019,12,300,305.72,21538,23705,3990,18209,3329,95,1935,299.37,466.46,0,7,208.2,203.29,203.29,270,322.99,299.73,238.94,240.92,400.3,366.75,399.63,199.9175,224.858541667,236.382777778,237.505729167,225.679880952,205.745,231.445,237.33,237.31,224.45,43.035156129,46.9058056557,46.0289842924,42.1536972405,41.0569030567,143.91625,184.51125,203.557361111,210.083020833,222.559345238,137.35,204.555,237.21,233.5,235.58,74.0117545196,91.6261836967,85.6619195556,75.5877569468,62.6312684256,14,234.9063052085954,318.74269873407064
708,708,15/07/2019,13,305,307.08,21675,23705,4005,18330,3345,116,1947,291.24,411.7,0,7,209.76,208.2,203.29,270,323.92,300,242,233.5,392.81,383.32,399.1,197.4075,222.480208333,235.129444444,237.026666667,226.095119048,205.745,230.5,235.07,237.31,224.45,40.4489387457,44.6143163021,45.4978571818,42.2054733459,40.5346162995,150.640416667,183.172291667,203.209583333,209.982083333,222.051369048,201.02,204.555,233.5,233.5,233.5,74.5343271648,90.3972441973,85.4862017931,75.5495417648,62.1902257943,14,235.68527066537717,320.7932860844091
709,709,15/07/2019,14,300,301.2,21600,23705,4029,18233,3367,140,1940,291.24,411.49,0,7,205,209.76,208.2,261.91,320.49,298.43,242,227.03,381.21,389.54,395.61,195.03625,220.074166667,233.831805556,236.582291667,226.48202381,204.145,229.5,232.965,236.76,224.45,38.1032969945,42.2687234018,44.9966337184,42.3167716777,40.0147944581,157.09,181.743125,202.990694444,209.871354167,221.504880952,201.08,204.555,233.5,233.5,233.5,74.1513811182,89.1146553164,85.403564977,75.5163312504,61.736343657,14,235.60203788748805,319.7085492697098
710,710,15/07/2019,15,270,282.13,21250,23705,4049,17862,3388,175,1909,268.42,400.2,0,7,203.29,205,209.76,240,300.04,272,238.94,207.91,373.08,395.03,392.12,193.506666667,218.058541667,232.8775,236.227916667,226.888511905,203.29,224.5,231.95,235.07,224.45,36.938870262,40.6501618635,44.9042660463,42.452842194,39.4223895113,162.742916667,180.032916667,202.512916667,209.604791667,221.031369048,201.08,204.555,232.855,233.5,233.5,72.5558396942,87.7704437714,85.276629304,75.4772018417,61.5321778721,14,231.76204588345604,314.43215335009137
711,711,15/07/2019,16,265.55,279.46,21050,23705,4095,17617,3433,216,1891,268.42,398.62,0,7,190,203.29,205,238.45,300,272,238.94,207.67,370.23,400.3,386.94,191.487916667,215.766875,231.738611111,235.735104167,227.245654762,203.29,220,231.895,232.965,224.45,35.6782897059,38.9995285927,44.9378964044,42.7139440315,38.8063510087,168.390833333,178.317708333,202.154166667,209.5128125,220.556428571,201.14,204.435,232.21,233.5,233.5,70.4397373595,86.3690034342,85.1987302813,75.4740908587,61.3239535824,14,231.46217327392498,311.3445686860263
712,712,15/07/2019,17,259,297.9,20650,23705,4129,17183,3467,249,1855,291.24,393.13,0,7,183.52,190,203.29,236.21,265.51,255,215.81,207.67,372.56,392.81,385.78,189.2925,214.05875,230.745833333,235.355104167,227.573035714,196.645,217.5,231.445,232.965,224.45,34.4051150456,38.5676264653,45.2055415944,43.0166011526,38.1956798159,174.03875,176.631041667,201.813333333,209.1453125,219.894702381,201.2,204.435,231.605,233.5,233.5,67.7686622019,84.9477469236,85.1258542841,75.3954160404,60.8550644808,14,229.2198582881787,305.6485173609644
713,713,15/07/2019,18,256,277.31,20200,23705,4128,16733,3467,247,1814,256.89,398.51,0,7,190.87,183.52,190,233.93,263.5,255.1,215.81,207.43,385.96,381.21,386.83,187.498333333,212.545625,229.85375,235.051666667,227.948988095,190.435,212.38,230.75,232.965,224.45,33.0731073817,38.0073027085,45.3516880888,43.2282758015,37.5115714305,179.681666667,174.96375,201.787083333,208.87375,219.231607143,204.315,204.315,231.605,232.915,233.5,64.4604547237,83.499230564,85.1237982553,75.3537093733,60.3756156248,14,226.3850611063345,299.86012683353897
714,714,15/07/2019,19,250,266.12,20088,23705,4121,16629,3459,238,1804,251.5,409.17,0,7,194,190.87,183.52,231.9,260,254,215.81,207.67,399.25,373.08,384.72,185.919166667,211.170625,229.020416667,234.780833333,228.326785714,190.435,208.98,230.25,232.965,224.45,31.738752327,37.4436769315,45.4528882374,43.4046576125,36.8381148835,185.329583333,173.301458333,201.765833333,208.50625,218.756666667,207.55,204.315,231.605,232.27,233.5,60.4392309593,81.9926526285,85.1221126126,75.2717558584,60.1490942154,14,225.6633543142961,298.3668192915716
715,715,15/07/2019,20,256,266.3,20250,23705,4108,16802,3448,239,1819,255.89,408.53,0,7,203.29,194,190.87,231.89,261.5,260,222,216.5,404,370.23,383.03,184.7275,209.957916667,228.232777778,234.3628125,228.73327381,190.435,206.6,229.5,231.95,224.45,30.4483595974,36.7144898034,45.399815605,43.5136845917,36.1729042157,191.345416667,171.823125,201.547638889,208.109895833,218.334285714,207.67,204.315,230.765,232.21,233.33,55.6789452814,80.517000693400007,85.0630899664,75.126793083,59.9124377395,14,225.1526231537305,300.43014576117736
716,716,15/07/2019,21,259,266.45,20275,23705,4136,16798,3477,255,1821,251.26,405.26,0,7,203.29,203.29,194,231,259.5,257.1,226,216.5,410.96,372.56,386.62,183.572916667,208.786875,227.485416667,233.87625,228.967142857,190.435,204.91,226.775,231.895,224.45,29.1135621287,35.9899648044,45.3608041678,43.5980614791,35.8776837239,197.35625,170.57125,201.082361111,207.830625,217.911904762,207.67,204.315,228.78,231.605,232.745,49.7309560503,79.3115467064,84.8857669433,75.0443509542,59.6718351396,14,226.9067857831465,300.68293259550757
717,717,15/07/2019,22,242.17,253.84,20100,23705,4186,16613,3487,300,1805,251.5,402.63,0,7,210,203.29,203.29,232,242.12,239.82,217,230.53,405.69,385.96,388.21,182.65625,208.117708333,227.07125,233.591770833,229.061845238,190.435,204.91,222.275,231.445,224.45,27.8410317794,35.6540488727,45.3827274935,43.6644691397,35.8059974176,203.951666667,169.611666667,200.877916667,207.70125,217.573035714,207.79,204.315,228.78,230.765,232.27,42.3675926876,78.2733869159,84.7955708373,74.9938574502,59.4356970376,14,226.948960228895,298.164547245024
718,718,15/07/2019,23,249.1,246.34,18975,23705,4240,15466,3509,369,1704,250,402.94,0,7,203.31,210,203.29,229,247.32,250,250,207.67,407.37,399.25,383.55,181.585833333,207.200833333,226.422777778,233.237604167,229.188690476,190.435,204.785,220,230.75,224.45,26.4403885581,35.1873010116,45.3840607753,43.7717495952,35.6757885588,209.542083333,172.383541667,199.920833333,207.675520833,217.321071429,207.79,207.55,225.86,230.765,232.21,31.9860155556,77.1861810609,84.3166300699,74.9934356548,59.3871114572,14,218.5860292666396,283.2452187349766
719,719,15/07/2019,24,235,237.78,17525,23705,4293,13999,3526,437,1573,235.1,392.92,0,7,159.55,203.31,210,189,230,230.5,227,201.32,394.82,404,377,180.35875,205.733125,225.437361111,232.514166667,229.319702381,190.435,204.75,220,230.75,224.45,26.7627546695,35.6818891517,46.059522176,44.4117621847,35.3763695857,214.857916667,175.041458333,199.508611111,207.647916667,217.19797619,207.79,207.55,220.595,230.765,232.21,13.954307728,75.9030570121,84.2350575926,74.9953016622,59.3987862793,14,208.73544033539383,265.55926379097906
720,720,16/07/2019,1,233.96,230.87,16450,23705,4686,12697,3753,608,1476,244.2,388.72,1,7,220,159.55,203.31,160,220,224.55,218,200.88,390.07,410.96,397.13,182.85875,205.733125,225.374166667,232.618333333,229.453869048,192.435,204.75,220,230.75,224.45,27.5685594887,35.6818891517,46.0638779305,44.370107758,35.2974705872,214.849583333,173.831041667,201.2275,207.56125,216.721904762,207.79,204.375,220.595,230.765,231.605,13.9629505039,74.9938305616,82.9554325238,74.9982965035,59.2056897346,15,226.29148564565185,250.6590689988071
721,721,16/07/2019,2,232.21,232.61,15738,23705,4784,11888,3850,707,1412,246.8,382.91,1,7,212,220,159.55,153,204.75,217.05,221.28,200.76,385.96,405.69,391.85,185.317083333,205.884166667,225.304027778,232.587083333,229.540535714,198.645,204.785,220,230.75,224.45,27.4204078997,35.6929819571,46.0805728416,44.3837013925,35.236217134,214.83625,172.390416667,202.988055556,207.473333333,216.3,207.79,201.26,220.595,230.765,230.765,13.9768167715,73.7629744219,81.5504753855,75.0013020893,59.0643751104,15,222.629365887501,242.33821634694215
722,722,16/07/2019,3,228.88,232.62,15450,23705,4867,11517,3933,791,1386,237,368.76,1,7,210,212,220,149.53,204.82,217.05,215.42,200.88,384.58,407.37,384.79,187.836666667,205.992083333,225.206111111,232.537604167,229.659583333,203.29,204.875,220,230.75,224.45,26.7593003201,35.6975265225,46.1058422119,44.4064374125,35.135468736,214.822916667,170.91625,202.174444444,207.451979167,215.823928571,207.79,201.2,216.5,230.765,230.53,13.990536702,72.4323242648,81.270872472,75.0029010894,58.8628760026,15,221.7439002676057,238.8889608354408
723,723,16/07/2019,4,225.89,231.39,15413,23705,4901,11446,3967,841,1383,246.8,357.78,1,7,210,210,212,142.53,204.75,220,215.42,200.88,370.97,394.82,380.99,190.647916667,206.101458333,225.067222222,232.568854167,229.778630952,203.29,206.6,220,230.75,224.45,25.2966983546,35.7016824795,46.1367975171,44.389329037,35.0340236667,214.814583333,169.534166667,201.215694444,207.431875,215.347857143,207.79,201.14,212.205,230.765,228.78,13.9991353706,71.1777041601,80.8667110749,75.0044170954,58.6567978422,15,220.3931823826844,238.23896863234583
724,724,16/07/2019,5,225.89,232.82,15088,23705,4940,11082,4006,881,1354,246.8,349.76,1,7,206.6,210,210,142.27,204.75,220,205,200.76,368.55,390.07,381.1,193.328333333,206.14,224.881111111,232.481354167,229.936964286,203.29,207.4,220,230.75,224.45,23.2751432381,35.7011910523,46.1845284916,44.4325831515,34.8674182755,214.80625,168.32125,200.1625,207.414270833,215.079702381,207.79,201.08,207.91,230.765,225.86,14.0077980805,70.1090884516,80.3634552,75.005797007499993,58.6196668417,15,218.5451379871517,234.5378646778003
725,725,16/07/2019,6,220.23,225.76,15413,23705,4963,11370,4043,899,1383,217.32,377.31,1,7,211.99,206.6,210,140.51,204.75,220,210,200.88,388.7,385.96,372.97,196.306666667,206.290833333,224.769861111,232.45,230.023452381,203.29,208.98,217.5,230.75,224.45,20.6475947997,35.7104863813,46.2060940586,44.446108799,34.8043409432,214.792916667,167.154375,199.348888889,207.394166667,215.025059524,207.79,201.08,207.79,230.765,225.86,14.021457928,69.0618984435,80.0505905276,75.0073027415,58.6286519437,15,221.5826059518939,237.9294850220065
726,726,16/07/2019,7,241.99,237.38,17713,23705,4990,13620,4093,901,1590,217.56,400.75,1,7,242.17,211.99,206.6,140.51,215,239.18,236.58,230.22,415.29,384.58,380.46,200.5425,206.856875,224.811388889,232.451875,230.060178571,203.3,208.98,217.5,230.75,224.45,19.0708010935,36.0650449709,46.2205689626,44.4465192838,34.8139392978,214.78,166.697916667,198.704861111,206.91125,214.771071429,207.79,201.08,207.79,230.53,225.86,14.0064652773,68.5588842407,79.6057063917,74.7058104025,58.4686794505,15,240.48676139690414,263.3227506167468
727,727,16/07/2019,8,242,224.51,19675,23705,4991,15560,4115,894,1767,212.28,483.73,1,7,240,242.17,211.99,146.03,220,260.6,215.53,240.93,515.1,370.97,385.84,204.457916667,207.273541667,224.525277778,232.294583333,230.17922619,204.155,208.98,217.5,230.75,224.82,16.9171194431,36.3346451803,46.059390013,44.3922117142,34.8135275173,216.155833333,166.464583333,198.058611111,207.000833333,214.756785714,207.79,201.08,207.79,230.53,225.86,14.8958123432,68.2804318549,79.0620437824,74.7417597876,58.4619526442,15,255.9535508309184,287.0695953757299
728,728,16/07/2019,9,257,256.21,20700,23705,5038,16538,4162,917,1859,250.05,506.43,1,7,262,240,242.17,183.57,240.17,300,220.53,240.93,515.52,368.55,392.7,207.725833333,207.728333333,223.9975,232.12375,230.328035714,205.8,208.98,217.5,230.75,224.82,20.0009010485,36.8875758553,45.3952984396,44.2442270335,34.8961901093,216.465416667,169.978958333,197.412361111,206.985208333,214.607321429,207.79,201.08,207.79,230.53,225.86,15.3424662093,67.6659823469,78.509222397,74.7344316754,58.362069366,15,267.5282121161181,300.2063656754367
729,729,16/07/2019,10,267.5,261.47,21225,23645,5131,16970,4255,1006,1906,249.93,494.08,1,7,290,262,240,203.29,262.5,320.49,230.9,240.81,493.68,388.7,410,211.33875,208.30125,223.574027778,232.040416667,230.61375,207.4,208.98,217.5,230.75,224.82,26.0742375457,37.9544854314,44.6180452555,44.1262206073,35.187611485,216.455833333,173.490833333,196.748194444,206.968333333,214.525357143,207.79,201.14,207.79,230.53,225.86,15.3265123849,66.8549300473,77.9267889595,74.726526491,58.3152457535,15,275.694134057741,309.5782755521437
730,730,16/07/2019,11,267.5,261.45,21313,23626,5287,16902,4411,1156,1914,241.24,485.63,1,7,291.29,290,262,203.29,269.8,320.49,224.23,240.81,475.74,415.29,409.89,215.005416667,208.748958333,223.168472222,231.991875,230.919047619,208.98,208.98,217.5,230.75,224.82,30.674779469,38.812406014,43.8508310635,44.0576858535,35.4907344953,217.1275,177.005208333,196.065,207.044479167,214.509642857,207.79,201.2,207.79,230.53,225.86,16.0396821095,65.838830132,77.3109172,74.7575646427,58.307759941,15,280.2617197271876,310.62411573329746
731,731,16/07/2019,12,267.57,258.84,21725,23632,5429,17172,4553,1301,1951,249.69,483.52,1,7,300,291.29,290,208.2,270,322.99,224.35,240.81,466.46,515.1,401.45,218.830416667,209.373958333,222.849166667,231.9946875,231.2825,209.88,208.98,217.5,230.75,224.82,35.1817014542,40.0417991572,43.1924905037,44.0620639542,35.883840637,217.122916667,180.519583333,195.381805556,206.94875,214.454940476,207.79,201.26,207.79,230.53,225.86,16.0326019693,64.6118735534,76.6839275322,74.7078473755,58.2785682713,15,285.7857896393039,315.22475735617377
732,732,16/07/2019,13,278.09,262.18,21800,23660,5538,17138,4662,1413,1958,241.12,433.48,1,7,305,300,291.29,209.76,270,323.92,231.11,240.93,411.7,515.52,388.48,222.79875,210.103125,222.586388889,232.046770833,231.6575,210,208.98,217.5,230.75,224.82,39.2501892892,41.4627618193,42.6227229058,44.1461702814,36.3230130406,217.4325,184.036458333,194.592361111,206.7653125,214.372261905,207.79,204.375,207.79,230.53,225.86,16.4294111276,63.1640708365,75.9036249852,74.6013807965,58.2307934536,15,287.01535152925476,314.14438067974856
733,733,16/07/2019,14,275,261.54,21725,23693,5638,16963,4762,1517,1951,249.81,402.97,1,7,300,305,300,205,261.91,320.49,225.09,240.81,411.49,493.68,376.56,226.757083333,210.896666667,222.301805556,232.063125,232.002738095,210,208.98,217.5,230.75,224.82,42.0664459365,42.8177282002,42.0240325383,44.1713047914,36.6956277756,218.006666667,187.548333333,193.830972222,206.7446875,214.317559524,207.79,207.55,207.79,230.53,225.86,17.009934607800002,61.4797463392,75.1470208411,74.5915892952,58.2014332858,15,286.78347632216264,311.0848771233538
